text,intent
saan makakabili ng pagkain sa mapayag.,unrelated_general
magandang araw!!!,greeting
paki magkano babayaran?,check_bill
hi tulong...,greeting
grabe po sa sumpong...,greeting
may asong pagala-gala sa aglayan...,unrelated_general
grabe may tagas sa st. peter!!!,report_leak
mabagal ang internet sa barangay 9?,unrelated_internet
po sa maligaya nakakainis?,greeting
hindi makaakyat sa 2nd floor.,low_pressure
magpapakabit ng tubig sa capitan angel please lang.,request_maintenance
bakit ang laki ng bill?,bill_dispute
please lang sira ang poste ng kuryente sa sinalac!,unrelated_electricity
maling reading sa miglamin ngayon na...,bill_dispute
bakit walang tubig sa barangay 10 tulong...,no_supply
makausap ang admin please lang!,reach_admin
magpapakabit ng tubig sa barangay 8!!!,request_maintenance
nakakainis assistance please sa cabangahan.,reach_admin
tulong pa-repair sa manalog?,request_maintenance
peso loan!,unrelated_general
agad walang signal sa mapayag,unrelated_internet
brownout dito,unrelated_electricity
bakit walang tubig sa barangay 9,no_supply
paayos ng kalsada!,unrelated_road
saan itatapon ang basura...,unrelated_garbage
magandang araw ngayon na!,greeting
maputik.,contaminated_water
hindi malinis ang tubig sa mapulo paki,contaminated_water
nakakainis walang pressure!!!,low_pressure
tulong maputik sa sinalac!!!,contaminated_water
collection ng basura sa manalog paki!,unrelated_garbage
tanggap ba ng gcash!!!,payment_inquiry
po sa barangay 3 nakakainis!,greeting
maputik sa poblacion...,contaminated_water
hindi nakolekta ang basura sa barangay 7?,unrelated_garbage
magkano babayaran sa aglayan...,check_bill
nakakainis may leak sa silae,report_leak
maling reading please lang,bill_dispute
butas na tubo sa mapulo grabe?,report_leak
magpapakabit ng tubig sa bangcud...,request_maintenance
may asong pagala-gala sa capitan angel.,unrelated_general
tulong nawala ang internet.,unrelated_internet
collection ng basura sa silae tulong?,unrelated_garbage
pa-repair sa barangay 7.,request_maintenance
please lang guba ang metro!,broken_meter
grabe tumatagas sa sinalac?,report_leak
bayad sa online sa barangay 11...,payment_inquiry
agad mabagal ang internet sa caburacanan!,unrelated_internet
bakit walang tubig,no_supply
may tagas,report_leak
balance ko sa mapulo.,check_bill
sira ang tubo...,report_leak
sira ang kalsada sa barangay 3!!!,unrelated_road
nakakainis hindi nakolekta ang basura sa zamboanguita!!!,unrelated_garbage
agad nawalan ng tubig sa bangcud!!!,no_supply
mabaho ang basura sa busdi...,unrelated_garbage
collection ng basura sa laguitas?,unrelated_garbage
emergency shutoff agad?,emergency_shutoff
may lubak paki...,unrelated_road
bagong connection nakakainis!,request_maintenance
putol ang tubig!,no_supply
tulong magkano bill ko...,check_bill
may asong pagala-gala!!!,unrelated_general
butas na tubo nakakainis.,report_leak
please lang paano magbayad sa kibalabag?,payment_inquiry
agad overcharging?,bill_dispute
kailan babalik ang kuryente grabe,unrelated_electricity
pakausap sa staff sa cabangahan?,reach_admin
tuyo ang gripo?,no_supply
sira ang globe?,unrelated_internet
maling bill sa busdi.,bill_dispute
saan pwedeng magbayad sa caburacanan grabe...,payment_inquiry
may lubak sa casisang agad...,unrelated_road
brownout dito sa managok?,unrelated_electricity
saan pwedeng magbayad sa barangay 5 please lang!!!,payment_inquiry
tulong po sa magsaysay paki.,reach_admin
mahinang tulo sa barangay 9 nakakainis...,low_pressure
kumusta sa busdi!,greeting
agad ayaw umikot ng metro.,broken_meter
masyadong maingay ang kapitbahay sa kulaman nakakainis.,unrelated_general
bayarin sa tubig sa barangay 4?,check_bill
agad hello,greeting
hinahina ng connection sa mapayag...,unrelated_internet
patay sindi kuryente?,unrelated_electricity
guba ang metro.,broken_meter
tulong po agad!,reach_admin
mahinang tulo sa kibalabag grabe,low_pressure
hindi makaakyat sa 2nd floor sa barangay 5!!!,low_pressure
grabe mahinang tulo.,low_pressure
agad nanakaw na metro!!!,broken_meter
emergency stop sa caburacanan nakakainis...,emergency_shutoff
walang kuryente sa cabangahan paki...,unrelated_electricity
balance ko tulong?,check_bill
traffic jam paki?,unrelated_road
paki sira ang poste ng kuryente sa sinalac!,unrelated_electricity
magkano babayaran sa magsaysay!!!,check_bill
baha sa loob sa barangay 7 please lang.,emergency_shutoff
walang pressure,low_pressure
paki gusto ko kumain,unrelated_general
masyadong maingay ang kapitbahay...,unrelated_general
walang tubig sa manalog.,no_supply
mababa ang pressure sa miglamin grabe!,low_pressure
check ng bill,check_bill
mabaho ang basura sa casisang!!!,unrelated_garbage
patay sindi kuryente sa kibalabag please lang?,unrelated_electricity
bagong connection sa managok...,request_maintenance
tulong pa-repair sa casisang?,request_maintenance
sira ang poste ng kuryente sa st. peter!,unrelated_electricity
check ng bill sa barangay 1 tulong.,check_bill
saan pwedeng magbayad!,payment_inquiry
grabe walang kuryente sa magsaysay!!!,unrelated_electricity
hindi makaakyat sa 2nd floor...,low_pressure
saan itatapon ang basura sa busdi agad.,unrelated_garbage
grabe saan pwedeng magbayad sa caburacanan?,payment_inquiry
saan pwedeng magbayad sa barangay 9.,payment_inquiry
tanggap ba ng gcash sa barangay 6?,payment_inquiry
tumatagas sa barangay 2...,report_leak
mahina ang daloy.,low_pressure
mabagal ang internet sa kulaman.,unrelated_internet
bakit ang laki ng bill.,bill_dispute
overcharging tulong!,bill_dispute
hinahina ng connection sa can-ayan nakakainis...,unrelated_internet
paano magbayad sa barangay 6 agad!,payment_inquiry
baha sa loob sa casisang ngayon na.,emergency_shutoff
may tagas sa silae,report_leak
assistance please.,reach_admin
may tagas sa can-ayan tulong?,report_leak
tumatagas sa barangay 10?,report_leak
walang pressure?,low_pressure
balance ko nakakainis!!!,check_bill
balance ko agad!,check_bill
bayarin sa tubig!,check_bill
po.,greeting
walang tubig sa can-ayan ngayon na...,no_supply
mabagal ang internet sa aglayan!,unrelated_internet
maling reading sa zamboanguita?,bill_dispute
mababa ang pressure sa barangay 5!!!,low_pressure
makausap ang admin sa cabangahan.,reach_admin
ngayon na hindi nakolekta ang basura...,unrelated_garbage
mahinang tulo?,low_pressure
please lang gusto ko kumain.,unrelated_general
putol ang tubig agad,no_supply
hindi nakolekta ang basura agad!,unrelated_garbage
hinahina ng connection sa kulaman...,unrelated_internet
agad problem sa metro sa magsaysay...,broken_meter
gusto ko kumain sa zamboanguita agad...,unrelated_general
walang signal sa can-ayan please lang.,unrelated_internet
mabaho ang basura sa kibalabag.,unrelated_garbage
tuyo ang gripo ngayon na...,no_supply
ngayon na nagbubuhos ang tubig.,report_leak
maling reading paki,bill_dispute
saan pwedeng magbayad sa barangay 2?,payment_inquiry
bakit walang tubig sa poblacion...,no_supply
bakit ang laki ng bill sa miglamin!!!,bill_dispute
overcharging paki,bill_dispute
sira ang tubo sa barangay 7 paki.,report_leak
agad maling bill,bill_dispute
nakakainis hi!,greeting
grabe patay sindi kuryente sa kibalabag,unrelated_electricity
maduming tubig,contaminated_water
patay sindi kuryente sa mapayag!!!,unrelated_electricity
bayarin sa tubig!!!,check_bill
nakakainis tulong po!,reach_admin
nakakainis emergency shutoff sa bangcud!!!,emergency_shutoff
grabe isara ang valve sa barangay 2.,emergency_shutoff
magkano bill ko sa barangay 3.,check_bill
grabe walang pressure!!!,low_pressure
tulong sirang metro sa aglayan?,broken_meter
putol ang tubig sa zamboanguita!!!,no_supply
tulong tanggap ba ng gcash.,payment_inquiry
bayad sa online!!!,payment_inquiry
maintenance request,request_maintenance
brownout dito sa barangay 1.,unrelated_electricity
ayaw umikot ng metro sa sumpong,broken_meter
hindi malinis ang tubig!,contaminated_water
sira ang poste ng kuryente sa barangay 11,unrelated_electricity
makausap ang admin sa barangay 10.,reach_admin
ayaw umikot ng metro sa laguitas.,broken_meter
ngayon na saan ang ospital sa linabo!,unrelated_general
isara ang valve sa st. peter.,emergency_shutoff
mababa ang pressure sa sinanglanan!!!,low_pressure
payment options sa mapulo.,payment_inquiry
bakit ang laki ng bill agad,bill_dispute
putol ang tubig nakakainis.,no_supply
sira ang kalsada sa barangay 3 grabe...,unrelated_road
grabe hinahina ng connection sa manalog!,unrelated_internet
tulong check ng bill sa aglayan,check_bill
grabe mabaho ang basura...,unrelated_garbage
bakit walang tubig sa caburacanan,no_supply
agad nawala ang internet sa linabo,unrelated_internet
kulay brown!!!,contaminated_water
peso loan!!!,unrelated_general
sira ang kalsada sa managok.,unrelated_road
po!,greeting
butas na tubo sa barangay 5!!!,report_leak
grabe pakausap sa staff?,reach_admin
ngayon na payment options sa barangay 6?,payment_inquiry
agad peso loan sa casisang?,unrelated_general
kumusta!,greeting
magandang araw sa sinanglanan agad...,greeting
peso loan?,unrelated_general
please lang sirang metro sa barangay 10!,broken_meter
hindi malinis ang tubig!!!,contaminated_water
check ng bill sa barangay 2?,check_bill
grabe hinahina ng connection!,unrelated_internet
pakausap sa staff...,reach_admin
agad butas na tubo!!!,report_leak
please lang bayad sa online,payment_inquiry
isara ang valve sa san jose!!!,emergency_shutoff
nakakainis kailan babalik ang kuryente sa barangay 6,unrelated_electricity
magkano bill ko sa maligaya!!!,check_bill
sira ang poste ng kuryente,unrelated_electricity
maintenance request sa laguitas!,request_maintenance
sira ang kalsada sa caburacanan agad!,unrelated_road
mabagal ang internet!,unrelated_internet
paki bakit ang laki ng bill sa barangay 9...,bill_dispute
putol ang tubig nakakainis...,no_supply
ngayon na bayad sa online?,payment_inquiry
tulong problem sa metro sa manalog?,broken_meter
grabe overcharging sa barangay 10,bill_dispute
tulong may lubak sa kibalabag?,unrelated_road
overcharging,bill_dispute
sirang metro!,broken_meter
may lubak sa laguitas?,unrelated_road
agad saan makakabili ng pagkain sa barangay 5?,unrelated_general
emergency stop.,emergency_shutoff
kailan babalik ang kuryente sa barangay 3.,unrelated_electricity
hello sa barangay 2...,greeting
hindi gumagana ang street light sa miglamin tulong!,unrelated_road
paki emergency shutoff.,emergency_shutoff
bagong connection sa bangcud!,request_maintenance
tulong kumusta sa barangay 2...,greeting
hindi makaakyat sa 2nd floor sa capitan angel!,low_pressure
magandang umaga?,greeting
brownout dito sa zamboanguita...,unrelated_electricity
maputik sa silae agad!!!,contaminated_water
paki may leak sa barangay 6!!!,report_leak
hi tulong!,greeting
gusto ko kumain sa busdi ngayon na...,unrelated_general
walang tubig!!!,no_supply
may tagas sa bangcud!!!,report_leak
masyadong maingay ang kapitbahay nakakainis?,unrelated_general
walang tubig sa casisang agad!!!,no_supply
may leak,report_leak
nawala ang internet sa kulaman tulong,unrelated_internet
tulong patay sindi kuryente.,unrelated_electricity
emergency shutoff sa barangay 1.,emergency_shutoff
paki assistance please sa aglayan...,reach_admin
ngayon na maling reading sa kulaman?,bill_dispute
emergency stop sa san jose?,emergency_shutoff
bayarin sa tubig.,check_bill
sira ang globe grabe...,unrelated_internet
walang tubig sa mapayag...,no_supply
magandang umaga please lang,greeting
sira ang globe paki...,unrelated_internet
pa-check ng linya sa san jose.,request_maintenance
maling bill sa busdi...,bill_dispute
magandang araw sa casisang!,greeting
tuyo ang gripo agad,no_supply
mabagal ang internet sa barangay 3?,unrelated_internet
grabe po sa linabo,greeting
balance ko sa barangay 1 paki...,check_bill
sira ang poste ng kuryente sa sumpong ngayon na.,unrelated_electricity
walang wifi nakakainis?,unrelated_internet
nawala ang internet sa sinanglanan.,unrelated_internet
agad kumusta sa barangay 6?,greeting
problem sa metro sa barangay 2 nakakainis.,broken_meter
paki maling reading sa busdi!,bill_dispute
please lang isara ang valve,emergency_shutoff
magkano bill ko sa maligaya tulong!!!,check_bill
collection ng basura sa can-ayan!!!,unrelated_garbage
kulay brown sa managok ngayon na.,contaminated_water
paki collection ng basura sa bangcud!,unrelated_garbage
nawalan ng tubig sa kibalabag,no_supply
paki butas na tubo sa can-ayan...,report_leak
paki collection ng basura sa sinalac!!!,unrelated_garbage
mahinang tulo sa kibalabag,low_pressure
baha sa loob sa manalog agad.,emergency_shutoff
mahina ang daloy.,low_pressure
butas na tubo sa barangay 9?,report_leak
tulong walang tubig sa busdi...,no_supply
agad ayaw umikot ng metro?,broken_meter
walang tubig nakakainis,no_supply
paki saan makakabili ng pagkain sa can-ayan...,unrelated_general
maling reading,bill_dispute
problem sa metro sa sinanglanan?,broken_meter
magkano babayaran paki.,check_bill
sira ang poste ng kuryente sa laguitas nakakainis,unrelated_electricity
tulong po grabe?,reach_admin
ayaw umikot ng metro sa aglayan tulong!!!,broken_meter
collection ng basura sa kibalabag agad.,unrelated_garbage
nakakainis hinahina ng connection sa magsaysay,unrelated_internet
bakit walang tubig sa laguitas,no_supply
emergency stop sa caburacanan!,emergency_shutoff
putol ang tubig sa zamboanguita agad?,no_supply
collection ng basura,unrelated_garbage
hindi makaakyat sa 2nd floor ngayon na,low_pressure
masyadong maingay ang kapitbahay sa barangay 11 agad!,unrelated_general
please lang sira ang poste ng kuryente!,unrelated_electricity
paki-patay ang tubig!,emergency_shutoff
collection ng basura sa barangay 8 nakakainis?,unrelated_garbage
pa-check ng linya sa barangay 3 ngayon na,request_maintenance
please lang pa-repair sa sumpong!!!,request_maintenance
tumatagas,report_leak
pa-repair sa capitan angel.,request_maintenance
nanakaw na metro!,broken_meter
walang kuryente.,unrelated_electricity
ngayon na maintenance request.,request_maintenance
po sa barangay 3!,greeting
paki bakit walang tubig!!!,no_supply
agad magandang umaga sa zamboanguita?,greeting
maintenance request sa caburacanan,request_maintenance
balance ko sa capitan angel please lang!!!,check_bill
assistance please!!!,reach_admin
bayarin sa tubig sa mapulo!,check_bill
hindi malinis ang tubig...,contaminated_water
hinahina ng connection sa bangcud ngayon na...,unrelated_internet
maintenance request sa mapulo!,request_maintenance
please lang kumusta sa busdi.,greeting
hindi gumagana ang street light sa bangcud...,unrelated_road
saan itatapon ang basura!!!,unrelated_garbage
overcharging sa cabangahan...,bill_dispute
isara ang valve sa laguitas?,emergency_shutoff
traffic jam,unrelated_road
kailan babalik ang kuryente...,unrelated_electricity
hinahina ng connection sa kibalabag?,unrelated_internet
ngayon na reklamo sa bill sa sumpong...,bill_dispute
ngayon na magkano bill ko!,check_bill
sira ang globe sa kulaman please lang!!!,unrelated_internet
hello sa aglayan,greeting
brownout dito.,unrelated_electricity
payment options,payment_inquiry
maintenance request sa maligaya!!!,request_maintenance
ngayon na mabaho ang tubig sa caburacanan!,contaminated_water
tulong tanggap ba ng gcash...,payment_inquiry
mahina ang daloy.,low_pressure
brownout dito sa barangay 10 paki...,unrelated_electricity
saan ang ospital.,unrelated_general
agad saan ang ospital sa sumpong!!!,unrelated_general
brownout dito sa managok.,unrelated_electricity
magkano bill ko sa barangay 2!!!,check_bill
magandang araw sa barangay 5 please lang!,greeting
putol ang tubig sa barangay 1?,no_supply
grabe emergency stop sa barangay 8...,emergency_shutoff
kailan babalik ang kuryente sa indalasa.,unrelated_electricity
bakit walang tubig sa linabo...,no_supply
emergency shutoff sa kibalabag?,emergency_shutoff
baha sa loob!!!,emergency_shutoff
may leak?,report_leak
agad problem sa metro sa linabo!!!,broken_meter
hindi nakolekta ang basura?,unrelated_garbage
traffic jam sa kulaman...,unrelated_road
paki kumusta,greeting
baha sa loob,emergency_shutoff
pa-check ng linya,request_maintenance
bayarin sa tubig sa indalasa,check_bill
maintenance request...,request_maintenance
may lubak...,unrelated_road
mabaho ang basura?,unrelated_garbage
overcharging sa barangay 8 paki!,bill_dispute
payment options sa miglamin please lang...,payment_inquiry
maduming tubig sa maligaya.,contaminated_water
isara ang valve sa can-ayan please lang,emergency_shutoff
problem sa metro sa poblacion...,broken_meter
tanggap ba ng gcash.,payment_inquiry
nakakainis saan ang ospital sa maligaya!!!,unrelated_general
nakakainis tanggap ba ng gcash sa zamboanguita?,payment_inquiry
hindi malinis ang tubig sa sumpong ngayon na...,contaminated_water
emergency stop?,emergency_shutoff
mabaho ang basura sa mapayag!,unrelated_garbage
paki payment options sa barangay 7?,payment_inquiry
traffic jam!,unrelated_road
pa-repair sa capitan angel,request_maintenance
po sa zamboanguita.,greeting
paki butas na tubo sa managok!,report_leak
sirang metro sa st. peter grabe...,broken_meter
paano magbayad paki!,payment_inquiry
hinahina ng connection sa busdi!!!,unrelated_internet
peso loan sa sumpong!,unrelated_general
hi grabe!,greeting
butas na tubo sa barangay 10 agad...,report_leak
walang signal sa can-ayan!!!,unrelated_internet
grabe hindi nakolekta ang basura sa silae?,unrelated_garbage
sirang metro sa sinalac paki?,broken_meter
nakakainis mabaho ang basura sa zamboanguita...,unrelated_garbage
peso loan!!!,unrelated_general
bayarin sa tubig sa mapulo nakakainis!,check_bill
pa-repair sa mapulo!,request_maintenance
nawalan ng tubig please lang...,no_supply
tulong po.,reach_admin
tulong pa-check ng linya sa miglamin?,request_maintenance
nawalan ng tubig!!!,no_supply
problem sa metro?,broken_meter
tuyo ang gripo sa barangay 4...,no_supply
balance ko.,check_bill
agad ayaw umikot ng metro sa indalasa.,broken_meter
paayos ng kalsada sa barangay 8 tulong.,unrelated_road
bayarin sa tubig sa barangay 4...,check_bill
brownout dito...,unrelated_electricity
nakakainis magkano bill ko?,check_bill
pa-check ng linya sa poblacion!,request_maintenance
mabaho ang tubig sa sinanglanan...,contaminated_water
collection ng basura sa barangay 5 please lang?,unrelated_garbage
may leak sa bangcud ngayon na?,report_leak
nanakaw na metro ngayon na,broken_meter
mabaho ang tubig sa zamboanguita ngayon na?,contaminated_water
hindi makaakyat sa 2nd floor sa miglamin,low_pressure
payment options paki!,payment_inquiry
bayarin sa tubig sa manalog,check_bill
mabaho ang basura sa sumpong.,unrelated_garbage
ngayon na maputik sa maligaya.,contaminated_water
please lang putol ang tubig.,no_supply
grabe pa-repair...,request_maintenance
ngayon na may lubak!,unrelated_road
maling reading sa barangay 3 agad.,bill_dispute
magandang umaga sa barangay 10?,greeting
emergency shutoff sa busdi tulong...,emergency_shutoff
walang signal sa poblacion?,unrelated_internet
saan pwedeng magbayad!,payment_inquiry
agad mabagal ang internet?,unrelated_internet
please lang payment options?,payment_inquiry
tumatagas...,report_leak
bakit ang laki ng bill sa miglamin?,bill_dispute
sira ang kalsada sa barangay 6!!!,unrelated_road
mababa ang pressure sa barangay 1 tulong,low_pressure
hindi nakolekta ang basura...,unrelated_garbage
magpapakabit ng tubig...,request_maintenance
nakakainis maintenance request!,request_maintenance
mahinang tulo sa sinanglanan...,low_pressure
traffic jam!,unrelated_road
paki pa-repair sa silae.,request_maintenance
agad magkano bill ko sa maligaya!,check_bill
overcharging sa zamboanguita please lang.,bill_dispute
bayarin sa tubig?,check_bill
paayos ng kalsada sa managok!,unrelated_road
tumatagas!!!,report_leak
grabe saan itatapon ang basura,unrelated_garbage
maintenance request sa poblacion!,request_maintenance
paayos ng kalsada sa barangay 11,unrelated_road
mabaho ang basura sa linabo please lang.,unrelated_garbage
hello...,greeting
nakakainis collection ng basura...,unrelated_garbage
tulong po.,reach_admin
agad sira ang poste ng kuryente!!!,unrelated_electricity
paki bakit ang laki ng bill sa sumpong!!!,bill_dispute
please lang mabaho ang tubig...,contaminated_water
po sa poblacion nakakainis.,greeting
agad pakausap sa staff sa barangay 3!!!,reach_admin
maling reading!!!,bill_dispute
hindi malinis ang tubig sa maligaya.,contaminated_water
tulong tuyo ang gripo sa san jose!!!,no_supply
please lang putol ang tubig?,no_supply
hindi gumagana ang street light sa busdi nakakainis,unrelated_road
mahina ang daloy!!!,low_pressure
agad isara ang valve!!!,emergency_shutoff
baha sa loob sa barangay 8 grabe!!!,emergency_shutoff
tuyo ang gripo sa barangay 10 agad!,no_supply
walang wifi,unrelated_internet
reklamo sa bill sa barangay 2!!!,bill_dispute
pakausap sa staff?,reach_admin
agad magkano bill ko sa barangay 11,check_bill
problem sa metro?,broken_meter
pa-repair sa sinanglanan ngayon na!!!,request_maintenance
assistance please!,reach_admin
paki-patay ang tubig sa mapayag!,emergency_shutoff
walang pressure sa manalog paki.,low_pressure
peso loan!,unrelated_general
brownout dito sa barangay 1?,unrelated_electricity
agad paayos ng kalsada sa mapayag!!!,unrelated_road
sira ang tubo sa barangay 4 grabe...,report_leak
sirang metro.,broken_meter
paki maling reading sa sinanglanan!,bill_dispute
tulong may lubak sa mapulo...,unrelated_road
saan itatapon ang basura sa barangay 10,unrelated_garbage
saan itatapon ang basura please lang!,unrelated_garbage
maduming tubig sa linabo?,contaminated_water
tulong assistance please?,reach_admin
paki sirang metro sa aglayan,broken_meter
nakakainis hindi makaakyat sa 2nd floor...,low_pressure
masyadong maingay ang kapitbahay!,unrelated_general
putol ang tubig sa mapayag grabe!!!,no_supply
magkano babayaran sa kulaman.,check_bill
sira ang globe grabe!,unrelated_internet
maintenance request,request_maintenance
po.,greeting
isara ang valve...,emergency_shutoff
tulong traffic jam sa san jose?,unrelated_road
paki-patay ang tubig sa kibalabag nakakainis!,emergency_shutoff
grabe overcharging sa barangay 6!!!,bill_dispute
sira ang globe,unrelated_internet
kumusta sa miglamin nakakainis!,greeting
bayad sa online sa poblacion.,payment_inquiry
paano magbayad sa caburacanan nakakainis!!!,payment_inquiry
tulong po please lang!,reach_admin
pa-repair sa linabo!!!,request_maintenance
hindi nakolekta ang basura please lang!!!,unrelated_garbage
mahina ang daloy sa busdi...,low_pressure
po sa mapayag!,greeting
please lang hindi nakolekta ang basura!!!,unrelated_garbage
ngayon na mabaho ang basura sa casisang!!!,unrelated_garbage
agad maling reading?,bill_dispute
magkano babayaran sa barangay 3.,check_bill
maling bill sa aglayan!,bill_dispute
may leak sa barangay 6,report_leak
problem sa metro sa san jose nakakainis!!!,broken_meter
makausap ang admin.,reach_admin
nagbubuhos ang tubig sa sinalac!!!,report_leak
mahina ang daloy sa barangay 4...,low_pressure
nawalan ng tubig ngayon na.,no_supply
please lang mababa ang pressure sa barangay 9...,low_pressure
hindi nakolekta ang basura sa sumpong ngayon na,unrelated_garbage
saan pwedeng magbayad sa capitan angel,payment_inquiry
mabaho ang tubig ngayon na,contaminated_water
agad saan itatapon ang basura sa barangay 2,unrelated_garbage
hindi nakolekta ang basura sa barangay 11!,unrelated_garbage
mabaho ang tubig sa magsaysay paki.,contaminated_water
hindi gumagana ang street light,unrelated_road
patay sindi kuryente agad?,unrelated_electricity
kailan babalik ang kuryente paki?,unrelated_electricity
maling bill...,bill_dispute
brownout dito sa casisang,unrelated_electricity
walang kuryente sa busdi?,unrelated_electricity
agad pakausap sa staff sa kibalabag!!!,reach_admin
pa-check ng linya?,request_maintenance
payment options?,payment_inquiry
ngayon na bagong connection sa poblacion,request_maintenance
paki-patay ang tubig sa barangay 9.,emergency_shutoff
walang wifi sa barangay 6 agad?,unrelated_internet
tumatagas sa miglamin ngayon na...,report_leak
magkano babayaran...,check_bill
mabaho ang tubig sa barangay 9!!!,contaminated_water
saan itatapon ang basura sa barangay 7 nakakainis...,unrelated_garbage
maling reading sa poblacion!,bill_dispute
sira ang poste ng kuryente sa kulaman tulong!!!,unrelated_electricity
collection ng basura grabe!!!,unrelated_garbage
grabe pakausap sa staff sa laguitas!!!,reach_admin
mababa ang pressure sa sinalac...,low_pressure
maling bill sa barangay 1 please lang...,bill_dispute
masyadong maingay ang kapitbahay,unrelated_general
may leak agad!,report_leak
kulay brown sa aglayan?,contaminated_water
agad mahinang tulo sa aglayan,low_pressure
sira ang tubo,report_leak
saan itatapon ang basura,unrelated_garbage
magkano bill ko...,check_bill
sirang metro.,broken_meter
nanakaw na metro...,broken_meter
emergency stop...,emergency_shutoff
magkano bill ko,check_bill
mabaho ang basura sa bangcud grabe!!!,unrelated_garbage
magandang araw sa mapulo!,greeting
traffic jam sa barangay 3...,unrelated_road
brownout dito!,unrelated_electricity
mahina ang daloy grabe!,low_pressure
problem sa metro!!!,broken_meter
emergency shutoff tulong...,emergency_shutoff
hi sa barangay 3 tulong,greeting
tanggap ba ng gcash sa sumpong nakakainis!,payment_inquiry
saan ang ospital sa barangay 11 nakakainis...,unrelated_general
magkano babayaran sa barangay 8?,check_bill
grabe putol ang tubig!,no_supply
sira ang kalsada sa caburacanan.,unrelated_road
kumusta sa cabangahan...,greeting
balance ko...,check_bill
walang tubig sa zamboanguita ngayon na!,no_supply
paki walang kuryente sa sumpong!!!,unrelated_electricity
problem sa metro grabe!!!,broken_meter
may lubak,unrelated_road
grabe walang wifi sa caburacanan...,unrelated_internet
mahina ang daloy sa sinalac tulong.,low_pressure
emergency stop sa barangay 10!!!,emergency_shutoff
paki nanakaw na metro sa kulaman!,broken_meter
ngayon na walang pressure sa maligaya!!!,low_pressure
tuyo ang gripo agad...,no_supply
patay sindi kuryente sa cabangahan...,unrelated_electricity
sira ang tubo.,report_leak
problem sa metro sa zamboanguita?,broken_meter
tulong po!,reach_admin
po sa miglamin!,greeting
walang kuryente.,unrelated_electricity
tulong butas na tubo sa sinalac!!!,report_leak
ayaw umikot ng metro ngayon na...,broken_meter
mabaho ang tubig sa miglamin,contaminated_water
nanakaw na metro agad?,broken_meter
payment options...,payment_inquiry
collection ng basura ngayon na?,unrelated_garbage
hindi makaakyat sa 2nd floor!,low_pressure
hindi nakolekta ang basura agad...,unrelated_garbage
tulong collection ng basura sa barangay 7.,unrelated_garbage
bagong connection sa laguitas!,request_maintenance
saan ang ospital!!!,unrelated_general
mahinang tulo sa poblacion ngayon na?,low_pressure
maling reading sa barangay 7?,bill_dispute
hindi malinis ang tubig nakakainis.,contaminated_water
maling reading sa barangay 3!,bill_dispute
hinahina ng connection tulong!!!,unrelated_internet
tulong mabaho ang basura sa capitan angel,unrelated_garbage
grabe walang wifi sa indalasa...,unrelated_internet
paki-patay ang tubig sa linabo?,emergency_shutoff
maintenance request sa barangay 5!!!,request_maintenance
tulong po sa caburacanan agad,reach_admin
walang signal...,unrelated_internet
hi...,greeting
mabaho ang tubig!,contaminated_water
saan itatapon ang basura.,unrelated_garbage
maputik sa st. peter paki?,contaminated_water
emergency stop sa linabo!!!,emergency_shutoff
walang kuryente sa barangay 2 paki?,unrelated_electricity
magpapakabit ng tubig sa barangay 10...,request_maintenance
walang tubig nakakainis!,no_supply
nakakainis magandang araw,greeting
paki overcharging...,bill_dispute
nakakainis kailan babalik ang kuryente sa silae?,unrelated_electricity
may leak sa barangay 10!,report_leak
brownout dito!,unrelated_electricity
please lang nawalan ng tubig sa aglayan...,no_supply
guba ang metro sa linabo...,broken_meter
baha sa loob sa mapayag.,emergency_shutoff
agad emergency stop sa mapayag!!!,emergency_shutoff
grabe problem sa metro sa barangay 3?,broken_meter
hindi malinis ang tubig,contaminated_water
grabe tuyo ang gripo.,no_supply
gusto ko kumain sa st. peter.,unrelated_general
magkano bill ko paki!!!,check_bill
bayad sa online sa poblacion!,payment_inquiry
masyadong maingay ang kapitbahay sa manalog.,unrelated_general
bayad sa online sa sinalac...,payment_inquiry
bayad sa online sa poblacion ngayon na!!!,payment_inquiry
baha sa loob sa laguitas ngayon na.,emergency_shutoff
magandang araw sa poblacion,greeting
ngayon na bakit walang tubig sa indalasa!,no_supply
sira ang globe sa barangay 6 grabe,unrelated_internet
brownout dito sa can-ayan.,unrelated_electricity
paki mabaho ang tubig sa miglamin!,contaminated_water
hello sa zamboanguita!!!,greeting
ngayon na sirang metro sa barangay 1,broken_meter
mabaho ang tubig,contaminated_water
please lang mabaho ang basura sa barangay 10?,unrelated_garbage
magandang umaga sa laguitas nakakainis?,greeting
may tagas sa sinanglanan?,report_leak
magpapakabit ng tubig sa barangay 7,request_maintenance
ngayon na balance ko sa magsaysay!,check_bill
may asong pagala-gala...,unrelated_general
walang tubig sa aglayan please lang,no_supply
maling reading sa barangay 6,bill_dispute
emergency stop sa magsaysay!!!,emergency_shutoff
paki maling bill sa indalasa,bill_dispute
hinahina ng connection sa magsaysay,unrelated_internet
sira ang poste ng kuryente...,unrelated_electricity
patay sindi kuryente sa barangay 1 ngayon na...,unrelated_electricity
putol ang tubig sa sinanglanan!!!,no_supply
ngayon na collection ng basura...,unrelated_garbage
nakakainis magkano babayaran!!!,check_bill
tulong hindi makaakyat sa 2nd floor!!!,low_pressure
